City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
695,Zhuzhou,27.8333,113.15,52.21,92,100,5.79,CN,overcast clouds
696,Khuzdar,27.7384,66.6434,92.8,9,100,10.56,PK,overcast clouds
697,Hollola,61.05,25.4333,42.89,50,99,5.57,FI,overcast clouds
698,Kanturk,52.1667,-8.9,51.22,96,100,6.15,IE,moderate rain
699,Bridlington,54.0831,-0.1919,53.15,79,100,11.74,GB,overcast clouds
700,Whitianga,-36.8333,175.7,64.29,79,100,22.75,NZ,overcast clouds
701,Mayumba,-3.432,10.6554,80.67,81,82,8.46,GA,broken clouds
702,Katobu,-4.9408,122.5276,81.19,84,90,1.41,ID,overcast clouds
703,Samana,19.2056,-69.3369,72.95,89,17,7.07,DO,few clouds
704,Patos,-7.0244,-37.28,73.18,88,22,3.0,BR,few clouds
705,Honningsvag,70.9821,25.9704,38.95,87,100,17.27,NO,light intensity drizzle
706,Hadrut,39.52,47.0318,58.59,46,1,6.8,AZ,clear sky
707,Cangzhou,38.3167,116.8667,69.19,23,100,9.98,CN,overcast clouds
