City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Karasjok,NO,2022-04-13 09:45:44,69.4719,25.5112,30.13,81,79,3.89
293,Christchurch,NZ,2022-04-13 09:45:44,-43.5333,172.6333,53.94,74,75,4.61
294,Meulaboh,ID,2022-04-13 09:45:46,4.1363,96.1285,84.25,71,82,4.85
295,Nouadhibou,MR,2022-04-13 09:45:46,20.931,-17.0347,64.38,72,0,23.02
296,Hangu,CN,2022-04-13 09:45:46,39.2489,117.7892,57.24,29,4,10.09
297,Shimoda,JP,2022-04-13 09:45:47,34.6667,138.95,69.1,95,91,7.72
298,Vanimo,PG,2022-04-13 09:45:47,-2.6741,141.3028,79.84,82,19,4.16
299,Lasa,IT,2022-04-13 09:45:48,46.6166,10.7002,53.69,82,99,3.27
300,Kysyl-Syr,RU,2022-04-13 09:45:49,63.8986,122.7617,25.36,94,100,3.67
301,Vung Tau,VN,2022-04-13 09:45:49,10.346,107.0843,83.62,78,18,17.07
302,Cape Canaveral,US,2022-04-13 09:45:49,28.4058,-80.6048,73.98,79,20,14.97
303,Tomatlan,MX,2022-04-13 09:45:50,19.9333,-105.25,69.33,83,98,0.56
304,Aktas,KZ,2022-04-13 09:45:50,49.7789,72.9608,65.95,21,100,14.14
305,Pati,ID,2022-04-13 09:42:37,-6.7559,111.038,80.78,86,45,5.44
306,Luderitz,NA,2022-04-13 09:45:51,-26.6481,15.1594,73.29,55,24,11.14
307,Numazu,JP,2022-04-13 09:43:47,35.1,138.8667,69.01,93,100,4.34
308,Pemangkat,ID,2022-04-13 09:45:51,1.1667,108.9667,84.04,70,69,7.25
309,Lianzhou,CN,2022-04-13 09:45:52,24.7811,112.3825,68.36,76,81,6.91
310,Kisangani,CD,2022-04-13 09:45:53,0.5167,25.2,91.98,49,89,1.39
311,Lavrentiya,RU,2022-04-13 09:45:53,65.5833,-171.0,13.41,87,95,12.53
312,Kamenka,RU,2022-04-13 09:45:54,51.3223,42.7678,61.45,54,98,17.69
313,Cayenne,GF,2022-04-13 09:45:54,4.9333,-52.3333,80.1,1,75,5.99
314,Dawei,MM,2022-04-13 09:45:55,14.0833,98.2,87.35,58,36,9.66
315,Luau,AO,2022-04-13 09:45:57,-10.7073,22.2247,78.73,63,98,7.09
316,Coquimbo,CL,2022-04-13 09:43:37,-29.9533,-71.3436,49.73,100,75,3.44
317,Eyl,SO,2022-04-13 09:45:58,7.9803,49.8164,90.09,50,10,11.77
318,Lumphat,KH,2022-04-13 09:45:58,13.4878,106.9816,97.88,32,71,4.68
319,Ukiah,US,2022-04-13 09:45:58,39.1502,-123.2078,41.18,89,100,0.0
320,Cam Ranh,VN,2022-04-13 09:45:59,11.9214,109.1591,85.96,70,20,8.05
321,Wanxian,CN,2022-04-13 09:45:59,30.8039,108.3897,77.83,58,3,2.89
322,Tessalit,ML,2022-04-13 09:46:00,20.1986,1.0114,93.42,4,11,6.29
323,Port Blair,IN,2022-04-13 09:44:18,11.6667,92.75,87.84,66,40,8.05
324,Jiancheng,CN,2022-04-13 09:47:01,30.391,104.5491,73.24,64,90,4.45
325,Santa Rosalia,MX,2022-04-13 09:47:01,27.3167,-112.2833,57.81,40,1,7.18
326,Sinop,TR,2022-04-13 09:46:06,41.7711,34.8709,43.23,62,97,11.63
327,Wajima,JP,2022-04-13 09:47:02,37.4,136.9,52.48,93,75,5.75
328,Agirish,RU,2022-04-13 09:47:03,61.9247,63.0231,48.13,72,100,8.01
329,Palmer,US,2022-04-13 09:47:04,42.1584,-72.3287,50.56,71,100,0.0
330,Upernavik,GL,2022-04-13 09:47:05,72.7868,-56.1549,3.6,94,100,8.81
331,Georgetown,MY,2022-04-13 09:47:05,5.4112,100.3354,88.95,74,20,9.22
332,Suwannaphum,TH,2022-04-13 09:47:06,15.6035,103.8021,98.69,28,62,10.18
333,Mandera,KE,2022-04-13 09:47:06,3.9366,41.867,97.11,33,20,3.33
334,Hastings,GB,2022-04-13 09:47:07,50.8552,0.5729,59.4,77,100,11.23
335,Port Hardy,CA,2022-04-13 09:45:14,50.6996,-127.4199,41.0,75,20,12.66
336,Yumen,CN,2022-04-13 09:47:08,40.2833,97.2,57.13,11,100,10.02
337,Itaituba,BR,2022-04-13 09:47:09,-4.2761,-55.9836,72.3,100,100,1.72
338,Eydhafushi,MV,2022-04-13 09:47:09,5.1033,73.0708,83.91,75,82,15.97
339,Atherton,GB,2022-04-13 09:47:09,53.5237,-2.4935,54.95,84,100,4.0
340,Kayiry,UA,2022-04-13 09:47:10,46.9454,33.7059,39.72,92,100,22.03
341,Xining,CN,2022-04-13 09:47:11,36.6167,101.7667,52.02,30,100,23.69
342,Akdepe,TM,2022-04-13 09:47:11,42.0551,59.3788,84.29,17,7,11.36
343,Roshchino,RU,2022-04-13 09:47:12,60.2519,29.6085,41.74,82,6,5.86
344,Ilo,PE,2022-04-13 09:47:12,-17.6394,-71.3375,64.09,83,67,5.84
345,Kavieng,PG,2022-04-13 09:47:13,-2.5744,150.7967,82.94,75,36,10.71
346,Povenets,RU,2022-04-13 09:47:13,62.8487,34.8262,35.62,99,100,4.21
347,Abu Dhabi,AE,2022-04-13 09:47:01,24.4667,54.3667,104.11,28,0,9.22
348,Ugoofaaru,MV,2022-04-13 09:47:14,5.6667,73.0,85.28,71,69,14.67
349,Fossano,IT,2022-04-13 09:47:14,44.5489,7.7201,64.11,37,100,5.75
350,Cabo San Lucas,MX,2022-04-13 09:45:22,22.8909,-109.9124,70.52,61,8,13.31
351,Coahuayana,MX,2022-04-13 09:47:15,18.7333,-103.6833,71.67,72,98,1.77
352,Mizan Teferi,ET,2022-04-13 09:47:16,6.9833,35.5833,85.68,35,59,0.67
353,Dakar,SN,2022-04-13 09:47:16,14.6937,-17.4441,69.93,88,20,13.8
354,Anloga,GH,2022-04-13 09:47:17,5.7947,0.8973,83.21,72,100,8.52
355,Yarmouth,US,2022-04-13 09:47:17,41.7057,-70.2286,48.47,84,0,3.0
356,Ankpa,NG,2022-04-13 09:47:18,7.3706,7.6253,83.95,61,84,6.29
357,Itauna,BR,2022-04-13 09:47:18,-20.0753,-44.5764,67.46,91,11,0.96
358,Tulun,RU,2022-04-13 09:47:18,54.5611,100.5792,37.44,48,99,6.85
359,Mandalgovi,MN,2022-04-13 09:44:55,45.7625,106.2708,33.71,39,100,14.54
360,Viedma,AR,2022-04-13 09:47:19,-40.8135,-62.9967,52.41,72,3,11.27
361,Nelson Bay,AU,2022-04-13 09:47:19,-32.7167,152.15,64.99,68,91,14.45
362,Rubtsovsk,RU,2022-04-13 09:47:20,51.5,81.25,58.66,32,0,21.45
363,Gasa,PS,2022-04-13 09:47:20,31.5,34.4667,69.87,55,34,10.58
364,Sanandaj,IR,2022-04-13 09:47:21,35.3144,46.9923,73.42,6,0,24.16
365,Shubarkuduk,KZ,2022-04-13 09:47:21,49.1447,56.4872,74.68,35,19,21.54
366,Ilukste,LV,2022-04-13 09:47:21,55.9775,26.2966,50.45,39,11,5.93
367,Mehamn,NO,2022-04-13 09:47:22,71.0357,27.8492,31.95,74,75,10.36
368,Hasaki,JP,2022-04-13 09:48:22,35.7333,140.8333,72.0,91,100,12.75
369,Suez,EG,2022-04-13 09:48:23,29.9737,32.5263,71.37,35,39,13.4
370,Dubai,AE,2022-04-13 09:43:25,25.2582,55.3047,104.29,8,0,8.05
371,Sovetskiy,RU,2022-04-13 09:48:23,61.3614,63.5842,46.94,70,100,9.31
372,Nsanje,MW,2022-04-13 09:48:24,-16.92,35.262,89.67,57,21,1.86
373,Siemiatycze,PL,2022-04-13 09:48:25,52.4272,22.8623,52.14,45,8,3.0
374,Ternate,ID,2022-04-13 09:48:26,0.8,127.4,82.99,75,99,4.52
375,Chegdomyn,RU,2022-04-13 09:48:27,51.1167,133.0167,24.15,93,99,0.85
376,Severo-Yeniseyskiy,RU,2022-04-13 09:48:28,60.3725,93.0408,31.28,90,100,11.45
377,Rawson,AR,2022-04-13 09:48:28,-43.3002,-65.1023,52.45,61,25,12.28
378,Paita,PE,2022-04-13 09:48:28,-5.0892,-81.1144,68.22,85,84,11.7
379,Richards Bay,ZA,2022-04-13 09:47:14,-28.783,32.0377,80.35,55,3,4.16
380,Save,BJ,2022-04-13 09:48:29,8.0425,2.486,84.47,58,95,6.69
381,Kommunisticheskiy,RU,2022-04-13 09:48:29,61.6789,64.4819,45.46,89,100,7.47
382,Parabel,RU,2022-04-13 09:48:30,58.6978,81.4825,40.71,93,94,5.32
383,Katsuura,JP,2022-04-13 09:48:30,35.1333,140.3,65.5,95,95,11.32
384,Dwarka,IN,2022-04-13 09:48:30,22.2394,68.9678,86.23,63,0,12.41
385,San Miguel Acatan,GT,2022-04-13 09:48:31,15.7,-91.6167,63.95,86,98,1.79
386,Lago Da Pedra,BR,2022-04-13 09:48:31,-4.3333,-45.1667,73.27,98,100,2.21
387,Mamlyutka,KZ,2022-04-13 09:48:32,54.9375,68.5394,62.62,30,100,18.57
388,Biu,NG,2022-04-13 09:48:32,10.6129,12.1946,91.13,33,100,4.07
389,Barhi,IN,2022-04-13 09:48:33,23.9,80.8,106.39,10,81,12.19
390,Aden,YE,2022-04-13 09:48:34,12.7794,45.0367,85.42,62,0,10.69
391,Boende,CD,2022-04-13 09:48:34,-0.2167,20.8667,86.88,59,79,2.39
392,Aguimes,ES,2022-04-13 09:48:36,27.9054,-15.4461,65.03,62,75,19.57
393,Nenjiang,CN,2022-04-13 09:48:36,49.1833,125.2167,42.57,37,92,5.75
394,Bridlington,GB,2022-04-13 09:48:37,54.0831,-0.1919,60.89,80,23,12.88
395,Ewa Beach,US,2022-04-13 09:48:38,21.3156,-158.0072,75.15,70,0,10.0
396,Domoni,KM,2022-04-13 09:48:38,-12.2569,44.5319,84.02,72,95,6.11
397,Tinyahuarco,PE,2022-04-13 09:48:39,-10.75,-76.3,35.04,93,82,0.69
398,Ouadda,CF,2022-04-13 09:48:40,8.0777,22.4007,97.9,25,19,6.4
399,Thunder Bay,CA,2022-04-13 09:44:46,48.4001,-89.3168,38.28,81,100,17.27
400,Sangmelima,CM,2022-04-13 09:48:41,2.9333,11.9833,79.09,74,100,3.2
401,San Carlos De Bariloche,AR,2022-04-13 09:47:36,-41.1456,-71.3082,31.75,74,0,5.75
402,Svetlogorsk,BY,2022-04-13 09:48:43,52.6333,29.7333,42.13,77,100,17.81
403,Bud,US,2022-04-13 09:48:44,39.447,-86.1758,68.9,84,100,18.48
404,Poum,NC,2022-04-13 09:48:45,-20.2333,164.0167,78.15,66,0,14.23
405,Muriwai Beach,NZ,2022-04-13 09:48:46,-36.8167,174.45,64.42,81,100,16.4
406,Ishigaki,JP,2022-04-13 09:48:47,24.3448,124.1572,77.13,88,75,9.22
407,Salinopolis,BR,2022-04-13 09:48:50,-0.6136,-47.3561,77.58,90,100,8.1
408,Sao Jose Da Coroa Grande,BR,2022-04-13 09:48:51,-8.8978,-35.1478,78.33,82,41,3.87
409,Maracaibo,VE,2022-04-13 09:48:51,10.6317,-71.6406,78.85,69,99,6.49
410,Indianola,US,2022-04-13 09:47:29,41.3581,-93.5574,53.46,96,100,13.87
411,Labuhan,ID,2022-04-13 09:48:52,-6.8844,112.2051,82.8,72,32,6.71
412,Santiago Del Estero,AR,2022-04-13 09:48:52,-27.7951,-64.2615,59.74,85,100,7.58
413,Chodavaram,IN,2022-04-13 09:48:53,17.8333,82.95,93.04,36,79,15.88
414,Harindanga,IN,2022-04-13 09:49:54,22.0383,88.3214,90.72,57,67,19.73
415,Qui Nhon,VN,2022-04-13 09:49:54,13.7667,109.2333,79.97,86,87,8.25
416,Los Llanos De Aridane,ES,2022-04-13 09:49:55,28.6585,-17.9182,64.15,84,20,11.5
417,Quatre Cocos,MU,2022-04-13 09:49:55,-20.2078,57.7625,84.31,78,43,19.06
418,Lumeje,AO,2022-04-13 09:49:55,-11.55,20.7833,80.37,53,80,7.4
419,Vihari,PK,2022-04-13 09:49:56,30.0333,72.35,105.48,10,37,10.02
420,Nunoa,PE,2022-04-13 09:49:56,-14.48,-70.6411,36.99,67,57,3.94
421,Yichang,CN,2022-04-13 09:49:57,30.7144,111.2847,68.2,52,18,5.41
422,Russell,US,2022-04-13 09:45:15,32.3502,-85.1999,65.43,91,75,6.91
423,Caucaia,BR,2022-04-13 09:49:57,-3.7361,-38.6531,78.04,83,40,3.44
424,Shetpe,KZ,2022-04-13 09:49:58,44.1667,52.1167,58.66,48,10,16.49
425,Heze,CN,2022-04-13 09:49:58,35.2431,115.4411,63.61,36,5,5.95
426,Sabang,ID,2022-04-13 09:49:58,5.8933,95.3214,84.81,68,40,8.43
427,Westport,US,2022-04-13 09:49:59,41.1415,-73.3579,52.93,69,0,5.01
428,Shitkino,RU,2022-04-13 09:49:59,56.3703,98.3543,40.78,55,88,5.82
429,Santa Maria,BR,2022-04-13 09:50:00,-29.6842,-53.8069,65.5,94,100,3.44
430,Ulaangom,MN,2022-04-13 09:50:00,49.9811,92.0667,35.49,42,99,13.29
431,Auki,SB,2022-04-13 09:50:01,-8.7676,160.7034,77.18,82,86,5.14
432,Gweta,BW,2022-04-13 09:50:01,-20.1833,25.2333,86.23,27,100,6.85
433,Roma,US,2022-04-13 09:45:59,43.2128,-75.4557,44.51,68,0,3.44
434,Anuppur,IN,2022-04-13 09:50:02,23.1,81.6833,106.68,10,85,11.74
435,Taltal,CL,2022-04-13 09:50:02,-25.4,-70.4833,58.55,81,4,1.59
436,Galesong,ID,2022-04-13 09:50:03,-5.3166,119.3661,86.02,72,27,7.74
437,Marica,BR,2022-04-13 09:50:03,-22.9194,-42.8186,76.91,86,55,3.6
438,Ayan,RU,2022-04-13 09:50:04,56.45,138.1667,25.75,84,68,9.04
439,Kidal,ML,2022-04-13 09:48:12,18.4411,1.4078,97.52,3,56,8.68
440,Srednekolymsk,RU,2022-04-13 09:50:04,67.45,153.6833,-3.3,99,7,2.68
441,Batemans Bay,AU,2022-04-13 09:50:05,-35.7167,150.1833,57.06,84,1,3.33
442,Kupang,ID,2022-04-13 09:50:06,-10.1667,123.5833,81.32,74,55,8.97
443,Maneromango,TZ,2022-04-13 09:50:06,-7.1988,38.7848,73.94,92,100,2.17
444,Mayo,US,2022-04-13 09:50:07,38.8876,-76.5119,59.11,90,0,0.0
445,Baykit,RU,2022-04-13 09:50:08,61.67,96.37,35.78,91,100,10.98
446,Chabahar,IR,2022-04-13 09:50:08,25.2919,60.643,86.34,53,0,11.32
447,Sabha,LY,2022-04-13 09:50:09,27.0377,14.4283,89.6,10,99,22.12
448,Nhulunbuy,AU,2022-04-13 09:50:09,-12.2333,136.7667,81.21,89,100,3.44
449,Sisimiut,GL,2022-04-13 09:50:10,66.9395,-53.6735,19.74,80,34,10.0
450,Katherine,AU,2022-04-13 09:50:10,-14.4667,132.2667,88.12,55,40,10.36
451,Irtyshskiy,RU,2022-04-13 09:50:10,58.3333,68.1333,47.34,87,97,11.25
452,Ostrovnoy,RU,2022-04-13 09:50:11,68.0531,39.5131,29.43,76,100,3.98
453,Margate,GB,2022-04-13 09:50:11,51.3813,1.3862,60.87,70,100,5.01
454,Champerico,GT,2022-04-13 09:50:12,14.3,-91.9167,81.36,73,92,7.87
455,Bac Ninh,VN,2022-04-13 09:50:13,21.1833,106.05,87.89,44,1,2.75
456,Aklavik,CA,2022-04-13 09:50:13,68.2191,-135.0107,17.35,91,100,12.24
457,Landerneau,FR,2022-04-13 09:50:13,48.4525,-4.2525,59.72,88,100,9.22
458,Opuwo,NA,2022-04-13 09:50:14,-18.0607,13.84,79.57,47,5,13.76
459,Fortuna,US,2022-04-13 09:50:14,40.5982,-124.1573,44.94,93,100,6.91
460,Yulara,AU,2022-04-13 09:50:15,-25.2406,130.9889,93.04,22,97,6.91
461,Narasannapeta,IN,2022-04-13 09:51:15,18.4167,84.05,90.93,55,87,17.0
462,Venice,US,2022-04-13 09:47:01,27.0998,-82.4543,68.99,90,0,6.91
463,Nadym,RU,2022-04-13 09:51:16,65.5333,72.5167,36.21,100,100,12.57
464,Babu,CN,2022-04-13 09:51:16,24.4167,111.5167,73.35,67,31,8.48
465,Axim,GH,2022-04-13 09:51:17,4.8699,-2.2405,79.16,83,100,8.52
466,Lakatoro,VU,2022-04-13 09:51:17,-16.0999,167.4164,80.55,78,5,5.32
467,Salatiga,ID,2022-04-13 09:51:18,-7.3319,110.4928,81.19,87,87,1.14
468,Vao,NC,2022-04-13 09:51:18,-22.6667,167.4833,75.94,67,8,5.46
469,Nemuro,JP,2022-04-13 09:51:19,43.3236,145.575,33.08,85,100,18.92
470,Sibu,MY,2022-04-13 09:51:19,2.3,111.8167,84.51,74,40,3.44
471,Dunedin,NZ,2022-04-13 09:51:19,-45.8742,170.5036,53.8,71,3,4.0
472,Arevshat,AM,2022-04-13 09:51:20,40.0396,44.5418,56.25,30,40,9.22
473,Bambanglipuro,ID,2022-04-13 09:51:20,-7.95,110.2833,82.04,74,23,9.42
474,Ipixuna,BR,2022-04-13 09:51:20,-1.7625,-48.8043,73.56,98,97,2.46
475,Malampaka,TZ,2022-04-13 09:51:21,-3.1333,33.5333,86.67,36,47,3.87
476,Beisfjord,NO,2022-04-13 09:51:22,68.3751,17.5988,41.05,76,98,2.08
477,Adrar,MR,2022-04-13 09:51:22,20.5022,-10.0711,80.31,21,20,15.86
478,Kiomboi,TZ,2022-04-13 09:51:23,-4.2667,34.3667,83.03,36,55,4.47
479,Skibbereen,IE,2022-04-13 09:51:23,51.55,-9.2667,54.1,80,4,3.38
480,Uray,RU,2022-04-13 09:51:24,60.1247,64.7758,45.27,90,97,8.39
481,Tirumullaivasal,IN,2022-04-13 09:51:25,11.2333,79.8333,87.71,62,100,10.42
482,Bari,IT,2022-04-13 09:51:26,41.1177,16.8512,65.86,50,0,5.75
483,Asfi,MA,2022-04-13 09:51:26,32.2994,-9.2372,63.86,68,42,16.22
484,Kem,RU,2022-04-13 09:51:26,64.9555,34.5793,36.59,77,55,6.4
485,Fengrun,CN,2022-04-13 09:51:27,39.8333,118.1167,59.34,17,26,11.1
486,Redcliffe,AU,2022-04-13 09:51:27,-27.2307,153.0973,68.92,82,100,8.05
487,Chengde,CN,2022-04-13 09:51:28,40.9725,117.9361,58.93,24,79,9.71
488,Parana,AR,2022-04-13 09:51:28,-31.732,-60.5238,55.56,89,2,7.78
489,Nara,JP,2022-04-13 09:48:46,34.6851,135.8049,74.57,52,65,3.42
490,Bajah,YE,2022-04-13 09:51:29,13.8141,44.6301,91.24,11,0,14.88
491,Riyadh,SA,2022-04-13 09:51:29,24.6877,46.7219,93.34,10,76,3.51
492,Nuevo Progreso,MX,2022-04-13 09:51:30,23.1667,-97.95,75.54,79,77,1.01
493,Vila Velha,BR,2022-04-13 09:51:30,-20.3297,-40.2925,74.95,94,0,2.3
494,Elat,IL,2022-04-13 09:51:31,29.5581,34.9482,71.44,37,13,16.11
495,Kawalu,ID,2022-04-13 09:51:31,-7.3817,108.2082,79.84,77,57,4.99
496,Owando,CG,2022-04-13 09:51:32,-0.4819,15.8999,88.84,50,79,0.78
497,Turukhansk,RU,2022-04-13 09:51:32,65.8167,87.9833,34.16,100,100,15.28
498,Inhambane,MZ,2022-04-13 09:51:32,-23.865,35.3833,85.98,70,40,9.22
499,Mae Hong Son,TH,2022-04-13 09:51:33,19.3003,97.9685,102.34,25,20,2.3
500,Radom,PL,2022-04-13 09:51:33,51.4025,21.1471,57.13,49,0,9.22
501,Saint-Pierre,RE,2022-04-13 09:51:34,-21.3393,55.4781,80.28,80,75,26.46
502,Nangomba,TZ,2022-04-13 09:51:35,-10.9,38.5,81.27,74,86,4.14
503,Sitka,US,2022-04-13 09:51:35,57.0531,-135.33,37.29,28,0,8.05
504,Aksarka,RU,2022-04-13 09:51:36,66.5606,67.7975,34.63,100,100,4.68
505,Hearst,CA,2022-04-13 09:51:36,49.6835,-83.6665,26.85,97,78,3.78
506,Seoul,KR,2022-04-13 09:48:35,37.5683,126.9778,53.17,56,100,14.97
507,Shellbrook,CA,2022-04-13 09:52:37,53.2168,-106.4011,16.83,93,100,10.07
508,Porbandar,IN,2022-04-13 09:52:37,21.6422,69.6093,90.09,49,0,13.33
509,Padang,ID,2022-04-13 09:52:38,-0.9492,100.3543,87.85,75,57,4.56
510,Rock Sound,BS,2022-04-13 09:52:38,24.9,-76.2,75.9,61,36,19.19
511,Nautla,MX,2022-04-13 09:52:38,20.2167,-96.7833,78.06,75,97,9.53
512,Malyye Derbety,RU,2022-04-13 09:52:39,47.9547,44.6808,49.08,64,97,22.44
513,Tetiyiv,UA,2022-04-13 09:52:39,49.3767,29.6647,39.63,83,100,18.54
514,Jejuri,IN,2022-04-13 09:52:40,18.2833,74.1667,97.39,16,95,8.88
515,Debno,PL,2022-04-13 09:52:40,52.739,14.698,64.35,41,94,12.91
516,Renigunta,IN,2022-04-13 09:52:40,13.65,79.5167,98.58,47,40,9.22
517,Omsukchan,RU,2022-04-13 09:52:41,62.5333,155.8,2.05,96,100,6.22
518,Noumea,NC,2022-04-13 09:51:21,-22.2763,166.4572,71.58,71,45,2.71
519,Wainwright,CA,2022-04-13 09:52:41,52.839,-110.8572,13.62,79,100,11.99
520,Riviere-Au-Renard,CA,2022-04-13 09:51:33,48.9957,-64.3971,34.09,96,100,9.57
521,Shingu,JP,2022-04-13 09:52:42,33.7333,135.9833,67.73,85,27,5.26
522,Stolin,BY,2022-04-13 09:52:42,51.8912,26.846,51.44,43,26,16.58
523,Ekhabi,RU,2022-04-13 09:52:42,53.5102,142.9671,20.98,86,99,4.41
524,El Carmen,CO,2022-04-13 09:52:43,8.5106,-73.4478,67.91,92,100,4.59
525,Muyezerskiy,RU,2022-04-13 09:52:43,63.9333,31.65,39.81,72,85,4.38
526,Campbell River,CA,2022-04-13 09:52:44,50.0163,-125.2446,37.45,95,100,3.09
527,Valka,LV,2022-04-13 09:52:44,57.7752,26.0101,48.06,56,71,1.01
528,Port Lincoln,AU,2022-04-13 09:52:45,-34.7333,135.8667,68.16,64,56,9.89
529,Ciudad Bolivar,VE,2022-04-13 09:52:45,8.1222,-63.5497,74.66,83,72,9.04
530,Kununurra,AU,2022-04-13 09:50:17,-15.7667,128.7333,87.78,66,98,5.75
531,Kijang,KR,2022-04-13 09:52:45,35.2442,129.2139,55.13,82,100,20.51
532,Vallenar,CL,2022-04-13 09:52:46,-28.5708,-70.7581,56.57,72,0,1.36
533,Messina,IT,2022-04-13 09:49:23,38.1933,15.5497,67.78,56,20,24.16
534,Along,IN,2022-04-13 09:52:46,28.1667,94.7667,79.38,74,74,3.62
535,Makakilo City,US,2022-04-13 09:52:47,21.3469,-158.0858,73.72,70,0,9.22
536,Half Moon Bay,US,2022-04-13 09:52:47,37.4636,-122.4286,47.98,82,0,10.36
537,Kruisfontein,ZA,2022-04-13 09:52:48,-34.0033,24.7314,77.61,43,4,14.5
538,Strathmore,CA,2022-04-13 09:52:48,51.0501,-113.3852,17.94,80,100,17.27
539,Coaticook,CA,2022-04-13 09:52:49,45.1334,-71.7991,38.3,83,98,4.36
540,Paracatu,BR,2022-04-13 09:48:16,-17.2222,-46.8747,69.01,89,12,1.21
541,Algiers,DZ,2022-04-13 09:50:03,36.7525,3.042,55.22,94,75,9.22
542,Coreau,BR,2022-04-13 09:52:49,-3.5333,-40.6567,73.85,96,90,2.08
543,Carauari,BR,2022-04-13 09:52:50,-4.8828,-66.8958,71.87,99,94,2.08
544,Aswan,EG,2022-04-13 09:52:50,24.0934,32.907,83.5,18,0,11.5
545,Datong,CN,2022-04-13 09:52:50,40.0936,113.2914,54.48,9,91,11.52
546,Saint-Joseph,RE,2022-04-13 09:52:51,-21.3667,55.6167,79.18,81,80,14.81
547,Areosa,PT,2022-04-13 09:52:51,41.7178,-8.8571,55.9,85,98,0.85
548,Freeport,US,2022-04-13 09:52:27,40.6576,-73.5832,55.96,79,40,3.44
549,La Palma,US,2022-04-13 09:52:52,33.8464,-118.0467,58.82,26,0,16.11
550,Chicama,PE,2022-04-13 09:52:52,-7.8447,-79.1469,63.14,88,70,4.94
551,Khandyga,RU,2022-04-13 09:52:53,62.6667,135.6,16.75,94,75,1.79
552,Ust-Nera,RU,2022-04-13 09:52:53,64.5667,143.2,1.78,99,71,2.26
553,Ketchikan,US,2022-04-13 09:48:22,55.3422,-131.6461,37.38,40,0,0.0
554,Coromandel,BR,2022-04-13 09:52:54,-18.4733,-47.2003,66.34,90,6,1.63
555,Belyy Yar,RU,2022-04-13 09:53:54,53.6039,91.3903,44.49,28,0,6.71
