City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
651,Surt,LY,63.1,broken clouds,31.2089,16.5887,الهادي ابوشعاله سرت
653,Celestun,MX,78.39,clear sky,20.8667,-90.4,Posada Lilia
656,Likasi,CD,69.69,broken clouds,-10.9814,26.7333,TABERNACLE DE LIKASI
660,Bubaque,GW,75.72,few clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
662,Ondo,NG,79.41,broken clouds,7.1,4.8333,Leisure Spring Hotel
665,Sao Geraldo Do Araguaia,BR,71.53,moderate rain,-6.4006,-48.555,Hotel Por do Sol
668,Maceio,BR,76.44,few clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
669,Kambove,CD,67.77,light rain,-10.8764,26.5969,Couvant des soeurs catholiques
672,Biak,ID,77.22,moderate rain,-0.9131,122.8766,Penginapan Kim
673,Golfito,CR,74.46,overcast clouds,8.639,-83.166,Banana Bay Marina
675,Xiazhen,CN,66.87,overcast clouds,34.8022,117.1117,Xinjiayuan Hotel
676,Seoul,KR,70.99,scattered clouds,37.5683,126.9778,롯데호텔 서울
678,Phan Thiet,VN,85.51,scattered clouds,10.9333,108.1,Hotel Saigon-PT
680,Boende,CD,82.54,overcast clouds,-0.2167,20.8667,
681,Bom Jesus,BR,70.5,overcast clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
682,Gamba,GA,81.84,broken clouds,-2.65,10.0,
683,Novo Aripuana,BR,72.5,overcast clouds,-5.1206,-60.3797,Hotel Ezequiel
687,Fare,PF,81.09,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
692,Fez,MA,61.05,clear sky,34.0372,-4.9998,Hotel Mounia Fès
693,Natal,BR,77.65,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
694,Porbandar,IN,88.25,clear sky,21.6422,69.6093,Lords Inn Porbandar
700,Whitianga,NZ,64.29,overcast clouds,-36.8333,175.7,Beachside Resort Whitianga
701,Mayumba,GA,80.67,broken clouds,-3.432,10.6554,LIKWALE LODGE
702,Katobu,ID,81.19,overcast clouds,-4.9408,122.5276,La Ode Husein
703,Samana,DO,72.95,few clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
704,Patos,BR,73.18,few clouds,-7.0244,-37.28,Hotel JK
707,Cangzhou,CN,69.19,overcast clouds,38.3167,116.8667,Jinji Express Hotel
